taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genome Size   * assembled,Gene Count   * assembled
2870861536,Bacteria,Permanent Draft,Sequencing the genomes of 1000 actinobacteria strains,Rhizobium viscosum DSM 7307,DOE Joint Genome Institute (JGI),2870861536,7069622,7012
2636416051,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. 190MF,DOE Joint Genome Institute (JGI),2636416051,6639642,6382
2888337043,Bacteria,Finished,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1,"University of California, Davis",2888337043,6629336,6714
2791355089,Bacteria,Permanent Draft,Sphingobium phenoxybenzoativorans SC_3 genome sequencing,Sphingobium phenoxybenzoativorans SC_3,Jiangsu Academy of Agricultural Sciences,2791355089,5028716,5097
2643221837,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf86,Max Planck Institute for Plant Breeding Research,2643221837,5303880,5074
2706795032,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Novosphingobium mathurense SM117,DOE Joint Genome Institute (JGI),2706795032,4843551,4572
637000239,Bacteria,Finished,Rhodopseudomonas palustris CGA009,Rhodopseudomonas palustris CGA009,"DOE Joint Genome Institute (JGI), Institute of Molecular Genetics of the ASCR, v. v. i.",637000239,5467640,4918
2617270741,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium yuanmingense CCBAU 10071,DOE Joint Genome Institute (JGI),2617270741,8201522,7860
2643221830,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Devosia sp. Leaf420,Max Planck Institute for Plant Breeding Research,2643221830,4219601,4091
2912116680,Bacteria,Finished,Comparative Genomics of Select Completed Symbiotic Mesorhizobium Genomes,Mesorhizobium sp. NZP2234,University of Otago,2912116680,6749717,6628
2522572099,Bacteria,Permanent Draft,Mediterranean Grassland Soil Metagenome (MGSM): Enabling a systems view of soil carbon and nitrogen biogeochemistry under a changing climate.,Mesorhizobium sp. URHA0056,DOE Joint Genome Institute (JGI),2522572099,6306952,6231
2791355126,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium sp. WSM4311,Curtin University,2791355126,6976199,6755
2833489747,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Blastomonas sp. CCH7-E1,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2833489747,4113076,4065
2876870564,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Sphingomonas sp. CCH18-B1,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2876870564,3977746,3911
2855940770,Bacteria,Permanent Draft,Methylobacterium radiotolerans RE1.2 genome sequencing,Methylobacterium radiotolerans RE1.2,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2855940770,6298400,6198
2845802868,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Porphyrobacter donghaensis CCH8-A2,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2845802868,4225375,4538
2703718758,Bacteria,Permanent Draft,"Genome sequencing of isolates from drinking water distribution system in Cincinnati, Ohio",Sphingopyxis sp. H093,US Environmental Protection Agency (EPA),2703718758,5343097,5122
2718218025,Bacteria,Finished,Bradyrhizobium diazoefficiens genome sequencing,Bradyrhizobium diazoefficiens USDA 122,Tohoku University,2718218025,9136536,8627
2918774176,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Novosphingobium capsulatum DS1027,DOE Joint Genome Institute (JGI),2918774176,4768065,4357
2824704595,Bacteria,Permanent Draft,Evolution and phylogenomics of peanut bardyrhizobia,Bradyrhizobium sp. HAMBI 2150,"Institute of Biotechnology, Helsinki University",2824704595,9667483,10140
2524614539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Ponticaulis koreensis DSM 19734,DOE Joint Genome Institute (JGI),2524614539,3400379,3405
2874612657,Bacteria,Permanent Draft,Bradyrhizobium forestalis INPA54B genome sequencing,Bradyrhizobium forestalis INPA54B,Universidade Federal de Lavras,2874612657,8252029,7857
2808606798,Bacteria,Permanent Draft,Genome sequencing of bacterial type strains from NCTC culture collection,Afipia felis NCTC 12722,Wellcome Trust Sanger Institute,2808606798,4215999,4150
2889449010,Bacteria,Permanent Draft,Lichenihabitans psoromatis PAMC 29148 genome sequencing,Lichenihabitans psoromatis PAMC 29128,KOREA POLAR RESEARCH INSTITUTE,2889449010,4671983,4501
2718217850,Bacteria,Finished,Sphingobium spp. RAC03 genome sequencing,Sphingobium sp. RAC03,Los Alamos National Laboratory,2718217850,4369746,4208
2874628541,Bacteria,Permanent Draft,Genome sequencing and assembly of relic peas symbionts,Bradyrhizobium betae Opo-243,All-Russia Research Institute for Agricultural Microbiology,2874628541,8630250,8357
2904681495,Bacteria,Permanent Draft,Non-diazotrophic Bradyrhizobium spp. genome sequencing,Bradyrhizobium sp. MOS001,Wageningen University,2904681495,9053121,8999
2788500289,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Fulvimarina sp. NAT173,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2788500289,5621037,5203
2740891833,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bosea psychrolimnosis 1131,DOE Joint Genome Institute (JGI),2740891833,6392805,5965
2643221879,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf119,Max Planck Institute for Plant Breeding Research,2643221879,5423799,5060
2708742469,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Sphingopyxis terrae ummariensis UI2,DOE Joint Genome Institute (JGI),2708742469,3577011,3492
2829745981,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylorubrum rhodinum DSM 2163,DOE Joint Genome Institute (JGI),2829745981,5406054,5170
2516653006,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,"Rhodopseudomonas palustris ATH 2.1.6, ATCC 17001",University of Washington,2516653006,5198859,5043
2890996508,Bacteria,Permanent Draft,Martelella sp. BGMRC2036 genome sequencing,Martelella sp. BGMRC2036,Guangxi University of Chinese Medicine,2890996508,4990712,4696
2706795027,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Sphingopyxis indica DS15,DOE Joint Genome Institute (JGI),2706795027,4149802,3925
2844315083,Bacteria,Finished,Bradyrhizobium Map,Bradyrhizobium guangzhouense CCBAU 51670,China Agricultural University,2844315083,8138177,7894
2516653018,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,Rhodopseudomonas palustris No7,University of Washington,2516653018,5512264,5669
2913319810,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Rhizobium petrolearium DSM 26482,DOE Joint Genome Institute (JGI),2913319810,6975613,6932
2908748079,Bacteria,Permanent Draft,Bradyrhizobium canariense genome sequencing - University of Applied Sciences of Western Switzerland,Bradyrhizobium canariense UBMA051,University of Applied Sciences of Western Switzerland,2908748079,8273379,8221
2900255651,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL7,Aarhus University,2900255651,6078241,6247
2695420501,Bacteria,Permanent Draft,Genome Sequencing of microsymbionts nodulating soybean plants,Bradyrhizobium japonicum CCBAU 15618,China Agricultural University,2695420501,9773198,9852
2786546100,Bacteria,Finished,Methylobacterium sp. 17Sr1-4,Methylobacterium sp. 17Sr1-43,"Chunlab, Inc",2786546100,5539695,5273
2888103098,Bacteria,Finished,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL1,Aarhus University,2888103098,6251194,6351
2687453790,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Sphingobium sp. AP50,DOE Joint Genome Institute (JGI),2687453790,6167476,5841
649633091,Bacteria,Finished,CSP_300141_795920,Rhodopseudomonas palustris DX-1,DOE Joint Genome Institute (JGI),649633091,5404117,5081
2738541319,Bacteria,Permanent Draft,The evolution of family Rhizobiaceae,Rhizobium rosettiformans DSM 26376,Major Bio,2738541319,4909060,4909
2744054724,Bacteria,Permanent Draft,Citromicrobium sp. RCC1897 genome sequencing,Citromicrobium sp. RCC 1897,Xiamen university,2744054724,3280976,3261
2770939497,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Zavarzinia compransoris DSM 1231,DOE Joint Genome Institute (JGI),2770939497,4751555,4526
2744054544,Bacteria,Permanent Draft,Great Artesian Basin gas bore wells Genome sequencing and assembly,Methylobacterium radiotolerans NDB3P7,Griffith University,2744054544,6953818,6797
2927374343,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 50,DOE Joint Genome Institute (JGI),2927374343,9207921,9007
2643221627,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Mesorhizobium sp. Root102,Max Planck Institute for Plant Breeding Research,2643221627,6761570,6650
2926858379,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 24,DOE Joint Genome Institute (JGI),2926858379,10325585,10409
2791355132,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium sp. WSM4312,Curtin University,2791355132,7058349,6842
2827986130,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Chelatobacter heintzii DSM 10368,DOE Joint Genome Institute (JGI),2827986130,6811076,6845
2824205890,Bacteria,Permanent Draft,Systems level insights into methane cycling in arid and semi-arid ecosystems,Methylobacterium sp. R2-1,DOE Joint Genome Institute (JGI),2824205890,5827980,5715
2671180457,Bacteria,Finished,Blastochloris viridis strain:ATCC 19567 Genome sequencing and assembly,Blastochloris viridis ATCC 19567,Institute for Basic Science,2671180457,3724841,3334
2881041703,Bacteria,Permanent Draft,Sphingosinicella sp. CPCC 101087 genome sequencing,Sphingosinicella sp. CPCC 101087,Chinese Academy of Medical Sciences and Peking Union Medical College,2881041703,4703178,4481
2636415443,Bacteria,Permanent Draft,Genome sequence of Afepia felis,Afipia felis 76713,Aix-Marseille University,2636415443,3989646,4221
2869162929,Bacteria,Permanent Draft,Mesorhizobium sanjuanii BSA136 genome sequencing,Mesorhizobium sanjuanii BSA136,"Instituto de Biotecnologia, UNAM",2869162929,6399702,6460
2918493637,Bacteria,Permanent Draft,Genomics of switchgrass bacterial isolates,Methylobacterium sp. PvP109,DOE Joint Genome Institute (JGI),2918493637,7523860,7506
2823911005,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG774,DOE Joint Genome Institute (JGI),2823911005,4785985,4323
2706794917,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Sphingomonas laterariae LNB2,DOE Joint Genome Institute (JGI),2706794917,4419388,4351
2627854236,Bacteria,Permanent Draft,Mesorhizobium from Acacia nodules in Senegal - CIRAD,Mesorhizobium plurifarium ORS3365,French Agricultural Research Centre for International Development (CIRAD),2627854236,7228850,7013
2643221861,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf90,Max Planck Institute for Plant Breeding Research,2643221861,5671203,5362
2508501114,Bacteria,Permanent Draft,"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity",Microvirga lotononidis WSM3557,DOE Joint Genome Institute (JGI),2508501114,7082538,7040
2842357229,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Rhizobium leucaenae SEMIA 4015,DOE Joint Genome Institute (JGI),2842357229,6485165,6487
2643221674,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Devosia sp. Root436,Max Planck Institute for Plant Breeding Research,2643221674,3919126,3854
2706794524,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LSHC440A00,University of Southern California,2706794524,6464344,6413
2576861693,Bacteria,Permanent Draft,Afipia sp. P52-10,Afipia sp. P52-10,Public Health Agency of Canada,2576861693,5085524,4824
2515154116,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Rhizobium leguminosarum bv. viciae Ps8,DOE Joint Genome Institute (JGI),2515154116,7552979,7359
2903492973,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1,"University of California, Davis",2903492973,13473544,13765
639633055,Bacteria,Finished,Rhizobium leguminosarum bv. viciae 3841,Rhizobium leguminosarum bv. viciae 3841,Wellcome Trust Sanger Institute,639633055,7751309,7357
2740892459,Bacteria,Permanent Draft,Bradyrhizobium sp. genome sequencing,Bradyrhizobium sp. LTSP849,University of British Columbia,2740892459,8569239,8087
2899668511,Bacteria,Permanent Draft,Sphingobium sp. AR-3-1 genome sequencing,Sphingobium sp. AR-3-1,Kyonggi University,2899668511,5162327,5199
